volume,category,title,source_unit,content_text,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,tags,booklet,chapter,topic
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,湘茹利用附圖的櫻桃來作後像的實驗，請選出關於此實驗所見之後像錯誤的敍述為何？,是上下顛倒左右相反的像,葉子會呈現紅色，果實則呈現綠色,是一種視覺疲勞的現象,呈現的顏色多半是實像的互補色,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,下列四種現象中，那一項的原理和另外三項不同? 噴香水的人聞不到自己身上的香水味 剛走進昏暗的戲院裡，伸手不見五指，後來漸漸能,看清楚,吃完巧克力後，再吃蘋果，覺得蘋果不甜,一開始進入溫泉中，覺得泉水很燙，可是泡了一會,兒後就不覺得燙了,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,一開始進入溫泉中，覺得泉水很燙，可是泡了一會 對於動物行為的敘述，下列何者正確？,飛蛾撲火是一種正向光性,蜜蜂觸角嗅出同伴所分泌的化學物質，來判斷蜜源,的位置,本能行為比學習行為較易受的環境所影響,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,招潮蟹在洞口揮動大螯除了吸引雌蟹也能宣告領域 快到中午時，小明聞到便當的香味，開始流口水，請問此一反應的控制中樞為何？,大腦,小腦,腦幹,脊髓,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,小英看到蚊子在叮她的右手手臂，用左手打蚊子，請問此一反應的控制中樞為何？,大腦,小腦,腦幹,脊髓,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,小軒用手摸冷水，感覺很冰，請問此感覺的產生是訊息傳到下列哪一控制中樞後產生的？,大腦,小腦,腦幹,脊髓,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,小美腳踏到尖石，立刻縮回的神經訊息傳遞過程，下列敘述何者正確？,神經傳遞方向由脊髓到腳皮膚的受器,神經傳遞方向由脊髓到小腿肌肉,此肌肉收縮的反應由小腦控制,人會感覺到痛，是因神經訊息傳遞到腦幹,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,小明的職業是馬戲團的小丑，專長是走鋼索。你認為小明的哪一個構造比一般人還要發達？,大腦,小腦,腦幹,脊髓,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,小樂看到尺落下，用手接住尺。下列哪一種反應的控制中樞和此活動相同？,腳踏尖石馬上縮回,看到紅燈用腳採煞車,聞到食物香味流口水,聞到胡椒粉猛打噴嚏,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,小英聽到老師點到自己的名字，喊”有”，此反應的控制中樞是在,腦幹,脊髓,大腦,小腦,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,承上，請寫出上述反應訊息傳遞的路徑：(甲)感覺神經 (乙)脊髓 (丙)大腦 (丁)運動神經 (戊)腦幹 (己)動 器 (庚)受器。,庚甲乙丁己,庚甲丙丁己,庚甲戊丁己,庚甲戊乙丁己,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,(甲)小英不小心吸到胡椒粉猛打噴嚏 (乙)小英用手遮住鼻子。甲、乙兩反應的控制中樞分別在哪裡？,都在大腦,都在腦幹,甲在大腦，乙在腦幹,甲在腦幹，乙在大腦,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,下列人體生理現象，何者可以說明反應時間？,觸景生情,熟能生巧,充耳不聞,擧一反三,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,老張因嚴重車禍進入急診室時己經呈現昏迷，醫生會觀察何種反應來判斷是否腦死？,呼吸次數,膝跳反射,心跳快速,瞳孔反應,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,聽到鞭炮聲會不自主閉上眼睛，這種反應是？,這是一種不經大腦的反射動作,這種動作可以經由練習而逐漸熟練,這個反應要內分泌協助,這種反應要透過學習才能表現,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,下列何者擁有相對最發達的小腦？,燕子,大象,人類,乳牛,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,「愛心媽媽」的「愛心」行為是由何處所決定的行為?,心臟,大腦,小腦,腦幹,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,以手測試水盆中的水時，下列敘述何者較不合理？,兩隻手同時放入同一盆水時，左右手感覺的水溫不同,可感覺水盆中的水是熱的,可感覺水盆中的水漸漸變冷了,可感覺水盆中的水溫為35℃。,D,正確答案為 D。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,下列何者不屬於反射動作？,砂子飛入眼中，自然產生眨眼的動作,腳踩到鐵釘，立刻縮回,臉頰被蚊子叮咬，用手拍臉打蚊子,手指無意中被火燙到，立刻移開。,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,人體的神經傳導路徑都可用： 受器→感覺神經元→中樞神經→運動神經元→動器來表示，請問下列四種情形，哪一項中樞神經的部分為「脊 髓→腦→脊髓」,手碰到熱鍋，立刻縮回,看到蚊子飛過，伸手打,左手被蚊子叮咬，覺得癢，用右手抓癢,看到老鼠，發出尖叫,C,正確答案為 C。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,承上題，哪一項中樞神經的部分為「脊髓→腦」,屁股被打，發出哀嚎,臉被打，發出哀嚎,聽到音樂，跟著哼唱,看到垃圾，彎腰撿起,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,小雨家的小狗汪汪，生了一窩小狗，(甲)出生不久，小雨即發現小狗會圍著汪汪吸吮乳汁；(乙)二個月 後，小雨就利用假日帶著狗狗到公園玩飛盤；(丙)每當送報生來的時後，狗狗就爭相跑到門口要咬報紙進 來；(丁)狗狗還會聽小雨的口令跳、坐下、走開。請問以上何種行為是小狗與生俱來的本能？,甲,乙,丙,丁,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,神經系統主要由神經元所組成。有關神經元的敘述，下列何者錯誤？,神經元包含細胞本體及神經纖維,神經元有許多突起，這些突起稱為受器,神經元是傳遞訊息的基本單位,神經元是脊椎動物體內最長的細胞,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,下列個部位接受刺激時，會經由脊髓將訊息傳達至腦？,手,鼻子,耳朵,以上都會,A,正確答案為 A。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
第一冊,動物的協調與恆定,動物的神經系統,自然第一冊_動物的協調與恆定_動物的神經系統,人體的眼、耳、鼻、舌和皮膚內，受刺激的靠何構造傳遞？,運動神經元,感覺神經元,動器,受器,B,正確答案為 B。原始來源未附詳解，建議先回頭比對題幹條件與正確選項。,2,動物的神經系統 | 自然第一冊_動物的協調與恆定_動物的神經系統,第一冊,動物的協調與恆定,動物的神經系統
